size_bytes,modify_time_utc,path,size_kilobytes,size_megabytes,dataset,kind
99526,2022-04-30T14:29:33Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Appendices_and_Tables.pdf,99.526,0.099526,pdf,benign
82551,2022-04-30T14:29:35Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Aptherlc.pdf,82.551,0.082551,pdf,benign
373652,2022-04-30T14:29:41Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Art_Neill.pdf,373.652,0.373652,pdf,benign
262413,2022-04-30T14:29:42Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ArtistsCoalition-brf.pdf,262.413,0.262413,pdf,benign
74700,2022-04-30T14:29:42Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ArtistsUndertheDome.org.pdf,74.7,0.0747,pdf,benign
166733,2022-04-30T14:29:42Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Artists_Bill_of_Rights.pdf,166.733,0.166733,pdf,benign
135827,2022-04-30T14:29:49Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Austin_J_Salazar.pdf,135.827,0.135827,pdf,benign
21042,2022-04-30T14:29:49Z,"gs://drexel_dsci_2022_g4mic/Benign/unzipped/Author_Services,_Inc.pdf",21.042,0.021042,pdf,benign
88336,2022-04-30T14:30:26Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/BVALLC.pdf,88.336,0.088336,pdf,benign
19610,2022-04-30T14:29:55Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Barbara_Harmon.pdf,19.61,0.01961,pdf,benign
79807,2022-04-30T14:29:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Bcencoju.pdf,79.807,0.079807,pdf,benign
22546,2022-04-30T14:30:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Benjamen_Scott.pdf,22.546,0.022546,pdf,benign
61838,2022-04-30T14:30:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/BestBBWS.pdf,61.838,0.061838,pdf,benign
32505,2022-04-30T14:30:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Beth_Dixson.pdf,32.505,0.032505,pdf,benign
88234,2022-04-30T14:30:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/BiblioCm.pdf,88.234,0.088234,pdf,benign
89766,2022-04-30T14:30:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/BicUSA.pdf,89.766,0.089766,pdf,benign
21836,2022-04-30T14:30:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Bill_Davidsen.pdf,21.836,0.021836,pdf,benign
34259,2022-04-30T14:30:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Bill_Merrell.pdf,34.259,0.034259,pdf,benign
33350,2022-04-30T14:30:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Billy.pdf,33.35,0.03335,pdf,benign
70174,2022-04-30T14:30:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/BiometricSignatureAffirmationDS-160-May2010.pdf,70.174,0.070174,pdf,benign
231264,2022-04-30T14:30:15Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brady_Kuehl.pdf,231.264,0.231264,pdf,benign
17766,2022-04-30T14:30:17Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brendan_Edwards.pdf,17.766,0.017766,pdf,benign
35890,2022-04-30T14:30:17Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brent_Morris.pdf,35.89,0.03589,pdf,benign
67336,2022-04-30T14:30:17Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brett_Smith.pdf,67.336,0.067336,pdf,benign
53824,2022-04-30T14:30:17Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brian_Brzezinski.pdf,53.824,0.053824,pdf,benign
132499,2022-04-30T14:30:17Z,"gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brian_Dressler_Photography,_Inc.pdf",132.499,0.132499,pdf,benign
41481,2022-04-30T14:30:18Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brian_Goudie.pdf,41.481,0.041481,pdf,benign
30959,2022-04-30T14:30:18Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brian_Hunt.pdf,30.959,0.030959,pdf,benign
19664,2022-04-30T14:30:18Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brian_Johnson.pdf,19.664,0.019664,pdf,benign
239130,2022-04-30T14:30:18Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Brian_Neenan.pdf,239.13,0.23913,pdf,benign
23217,2022-04-30T14:30:19Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Britt_Griswold.pdf,23.217,0.023217,pdf,benign
139977,2022-04-30T14:30:21Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Bryan_Linair_Technolologies.pdf,139.977,0.139977,pdf,benign
35718,2022-04-30T14:30:25Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Burton_Betchart.pdf,35.718,0.035718,pdf,benign
139183,2022-04-30T14:30:25Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/BusinessVisa.pdf,139.183,0.139183,pdf,benign
74356,2022-04-30T14:30:27Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/C._Maxwell_Solie.pdf,74.356,0.074356,pdf,benign
75725,2022-04-30T14:30:27Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/C4PcmLLC.pdf,75.725,0.075725,pdf,benign
89860,2022-04-30T14:31:00Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/CNAFaxSheet_ArrestOrDetention.pdf,89.86,0.08986,pdf,benign
124771,2022-04-30T14:31:00Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/CNAFaxSheet_DeathOrInjury.pdf,124.771,0.124771,pdf,benign
103440,2022-04-30T14:31:00Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/CNAFaxSheet_GuardianOrTrustee.pdf,103.44,0.10344,pdf,benign
312080,2022-04-30T14:31:00Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/CNAStandardOperatingProcedure.pdf,312.08,0.31208,pdf,benign
140155,2022-04-30T14:31:00Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/CNA_flow_chartFinal.pdf,140.155,0.140155,pdf,benign
113247,2022-04-30T14:31:00Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/CNApocketcard.pdf,113.247,0.113247,pdf,benign
74147,2022-04-30T14:31:12Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/CONMERENCE.pdf,74.147,0.074147,pdf,benign
132403,2022-04-30T14:30:34Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Carl_Bolling.pdf,132.403,0.132403,pdf,benign
78614,2022-04-30T14:30:35Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Carlos_Gurr.pdf,78.614,0.078614,pdf,benign
18847,2022-04-30T14:30:35Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Carlos_Pellerano.pdf,18.847,0.018847,pdf,benign
23678,2022-04-30T14:30:35Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Carmen_Alvarez.pdf,23.678,0.023678,pdf,benign
95611,2022-04-30T14:30:36Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Casey_Friedrich.pdf,95.611,0.095611,pdf,benign
23705,2022-04-30T14:30:36Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Casey_S.pdf,23.705,0.023705,pdf,benign
74306,2022-04-30T14:30:42Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Centcomp.pdf,74.306,0.074306,pdf,benign
26539,2022-04-30T14:30:44Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Chad_Jewell.pdf,26.539,0.026539,pdf,benign
43118,2022-04-30T14:30:44Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Charles_Guill.pdf,43.118,0.043118,pdf,benign
56417,2022-04-30T14:30:45Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Charles_Parent.pdf,56.417,0.056417,pdf,benign
29151,2022-04-30T14:30:45Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Charles_Thompson.pdf,29.151,0.029151,pdf,benign
51592,2022-04-30T14:30:47Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Chiara_Ferrari.pdf,51.592,0.051592,pdf,benign
183685,2022-04-30T14:30:48Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Chinese_CNAstatement.pdf,183.685,0.183685,pdf,benign
28822,2022-04-30T14:30:50Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Chris_Baker.pdf,28.822,0.028822,pdf,benign
39341,2022-04-30T14:30:50Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Chris_L.pdf,39.341,0.039341,pdf,benign
20639,2022-04-30T14:30:50Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Chris_Wahlberg.pdf,20.639,0.020639,pdf,benign
18197,2022-04-30T14:30:50Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Christian.pdf,18.197,0.018197,pdf,benign
34182,2022-04-30T14:30:50Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Christian_Andrew_Warren.pdf,34.182,0.034182,pdf,benign
56641,2022-04-30T14:30:50Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Christina_Meredith.pdf,56.641,0.056641,pdf,benign
65782,2022-04-30T14:30:50Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Christopher_Flores.pdf,65.782,0.065782,pdf,benign
27105,2022-04-30T14:30:51Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Christopher_Jones.pdf,27.105,0.027105,pdf,benign
56949,2022-04-30T14:30:51Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Christopher_Meacham.pdf,56.949,0.056949,pdf,benign
87647,2022-04-30T14:30:51Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Christopher_Pavsek.pdf,87.647,0.087647,pdf,benign
33172,2022-04-30T14:30:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Claude_Robinson.pdf,33.172,0.033172,pdf,benign
111585,2022-04-30T14:30:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Clay_Ellis.pdf,111.585,0.111585,pdf,benign
168029,2022-04-30T14:30:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Clayton.pdf,168.029,0.168029,pdf,benign
151484,2022-04-30T14:30:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Clean.pdf,151.484,0.151484,pdf,benign
78097,2022-04-30T14:31:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/CofMerid.pdf,78.097,0.078097,pdf,benign
18445,2022-04-30T14:31:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/College_of_Imaging_Arts_Greg_Barnett.pdf,18.445,0.018445,pdf,benign
66279,2022-04-30T14:31:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Colstudio.pdf,66.279,0.066279,pdf,benign
212444,2022-04-30T14:31:13Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ConsularConventionStatusofAllCountries.pdf,212.444,0.212444,pdf,benign
236590,2022-04-30T14:31:13Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ConsularNotificationStatement--English.pdf,236.59,0.23659,pdf,benign
37633,2022-04-30T14:31:13Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Contact_Information.pdf,37.633,0.037633,pdf,benign
87734,2022-04-30T14:31:14Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ContractAppendixB.pdf,87.734,0.087734,pdf,benign
126973,2022-04-30T14:31:14Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ContractAppendixC.pdf,126.973,0.126973,pdf,benign
91301,2022-04-30T14:31:14Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ContractAppendixD.pdf,91.301,0.091301,pdf,benign
95959,2022-04-30T14:31:14Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ContractAppendixF.pdf,95.959,0.095959,pdf,benign
270895,2022-04-30T14:31:14Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ContractAppendixG.pdf,270.895,0.270895,pdf,benign
52999,2022-04-30T14:31:16Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Copyright_Alliance.pdf,52.999,0.052999,pdf,benign
92216,2022-04-30T14:31:16Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Copyright_Law_Administration.pdf,92.216,0.092216,pdf,benign
161883,2022-04-30T14:31:26Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Creole_CNAstatement.pdf,161.883,0.161883,pdf,benign
117411,2022-04-30T14:31:27Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DS-0064.pdf,117.411,0.117411,pdf,benign
128543,2022-04-30T14:31:27Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DS-0158.pdf,128.543,0.128543,pdf,benign
142811,2022-04-30T14:31:27Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DS-3013.pdf,142.811,0.142811,pdf,benign
339809,2022-04-30T14:31:27Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DV_2013_French_Instructions.pdf,339.809,0.339809,pdf,benign
297119,2022-04-30T14:31:27Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DV_2013_Instructions_Hung.pdf,297.119,0.297119,pdf,benign
344169,2022-04-30T14:31:28Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DV_2013_Instructions_Turkish.pdf,344.169,0.344169,pdf,benign
286684,2022-04-30T14:31:27Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DV_2013_instructions.pdf,286.684,0.286684,pdf,benign
313066,2022-04-30T14:31:27Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DV_2013_instructions_Latv.pdf,313.066,0.313066,pdf,benign
399493,2022-04-30T14:31:28Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DV_2013_instructions_Romanian.pdf,399.493,0.399493,pdf,benign
349851,2022-04-30T14:31:28Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/DV_2013_ukr.pdf,349.851,0.349851,pdf,benign
66943,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info-AKD.pdf,66.943,0.066943,pdf,benign
27538,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info-AMM.pdf,27.538,0.027538,pdf,benign
73898,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info-ATH.pdf,73.898,0.073898,pdf,benign
74070,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info-BGH.pdf,74.07,0.07407,pdf,benign
25737,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info-DMS.pdf,25.737,0.025737,pdf,benign
67097,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info-GUZ.pdf,67.097,0.067097,pdf,benign
51324,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info-KBL.pdf,51.324,0.051324,pdf,benign
74230,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info-LMA.pdf,74.23,0.07423,pdf,benign
72476,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info-MTL.pdf,72.476,0.072476,pdf,benign
40062,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info_CDJ.pdf,40.062,0.040062,pdf,benign
49399,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info_MEP.pdf,49.399,0.049399,pdf,benign
22507,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info_MEX.pdf,22.507,0.022507,pdf,benign
25564,2022-04-30T14:31:29Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Embassy_Specific_Info_SAA.pdf,25.564,0.025564,pdf,benign
33591,2022-04-30T14:31:30Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Envelope_Address_Example.pdf,33.591,0.033591,pdf,benign
482773,2022-04-30T14:31:32Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ExamplePDF-EncryptedwithEverythingDisabled.pdf,482.773,0.482773,pdf,benign
482773,2022-04-30T14:31:32Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ExamplePDF-EncryptedwithLowQualityPrintingandPasswordtoView.pdf,482.773,0.482773,pdf,benign
92058,2022-04-30T14:31:32Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ExchangeVisitorVisaUpdate-April2010.pdf,92.058,0.092058,pdf,benign
36965,2022-04-30T14:31:32Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Executive_Order_13354.pdf,36.965,0.036965,pdf,benign
38138,2022-04-30T14:31:32Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Executive_Order_13356.pdf,38.138,0.038138,pdf,benign
139076,2022-04-30T14:32:31Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/FAQs_on_incomin_cases.pdf,139.076,0.139076,pdf,benign
259797,2022-04-30T14:32:40Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/FY06NIVDetailTable.pdf,259.797,0.259797,pdf,benign
271301,2022-04-30T14:32:40Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/FY2003_NIV_Detail_Table.pdf,271.301,0.271301,pdf,benign
281735,2022-04-30T14:32:40Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/FY2004_NIV_Detail_Table.pdf,281.735,0.281735,pdf,benign
271646,2022-04-30T14:32:40Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/FY2005_NIV_Detail_Table.pdf,271.646,0.271646,pdf,benign
40955,2022-04-30T14:32:40Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/FY2007.pdf,40.955,0.040955,pdf,benign
198006,2022-04-30T14:32:31Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Farsi_CNAstatement.pdf,198.006,0.198006,pdf,benign
176525,2022-04-30T14:32:32Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/FederalRegisterNotice.pdf,176.525,0.176525,pdf,benign
94832,2022-04-30T14:32:33Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Flash-In-PDF-Converter.pdf,94.832,0.094832,pdf,benign
401115,2022-04-30T14:32:33Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Flow_chart-ACT_only.pdf,401.115,0.401115,pdf,benign
172155,2022-04-30T14:32:34Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/French_CNAstatement.pdf,172.155,0.172155,pdf,benign
82092,2022-04-30T14:32:40Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/General_ConventionalProcessing.pdf,82.092,0.082092,pdf,benign
107176,2022-04-30T14:32:40Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Grantee_Registration_Process_for_Commons.pdf,107.176,0.107176,pdf,benign
25012,2022-04-30T14:32:40Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/GrantsGov_reg_process_flow_chart.pdf,25.012,0.025012,pdf,benign
175297,2022-04-30T14:32:41Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Greek_CNAstatement.pdf,175.297,0.175297,pdf,benign
61951,2022-04-30T14:32:41Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Guidance_on_L_Visas_and_Specialized_Knowledge-Jan2011.pdf,61.951,0.061951,pdf,benign
231152,2022-04-30T14:32:41Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Guide_addendum.pdf,231.152,0.231152,pdf,benign
180321,2022-04-30T14:32:41Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Hindi_CNAstatement.pdf,180.321,0.180321,pdf,benign
97858,2022-04-30T14:32:41Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/HumanRightsRelatedIneligibilites-June2010.pdf,97.858,0.097858,pdf,benign
106392,2022-04-30T14:32:55Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Incoming_Stats2011.pdf,106.392,0.106392,pdf,benign
246463,2022-04-30T14:32:55Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Inheritances&MoneyLaunderingpagewoclearances.pdf,246.463,0.246463,pdf,benign
143902,2022-04-30T14:32:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/International_Child_Abduction_Remedies_Act.pdf,143.902,0.143902,pdf,benign
54707,2022-04-30T14:32:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/IntroductionoftheESTAfeeforVisaWaiverTravelers-August2010.pdf,54.707,0.054707,pdf,benign
172326,2022-04-30T14:33:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Italian_CNAstatement.pdf,172.326,0.172326,pdf,benign
326437,2022-04-30T14:33:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Japanese_CNAstatement.pdf,326.437,0.326437,pdf,benign
55273,2022-04-30T14:33:45Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/NIH_eSubmission_SmBus_Tips.pdf,55.273,0.055273,pdf,benign
21135,2022-04-30T14:33:46Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/NRSA_Stipend_History_Graph.pdf,21.135,0.021135,pdf,benign
43294,2022-04-30T14:33:48Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/OER_main.pdf,43.294,0.043294,pdf,benign
26706,2022-04-30T14:33:48Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/OLAW_chart.pdf,26.706,0.026706,pdf,benign
232439,2022-04-30T14:33:48Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Origin_and_Evolution.pdf,232.439,0.232439,pdf,benign
104237,2022-04-30T14:33:48Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Outgoing_Stats2011.pdf,104.237,0.104237,pdf,benign
381524,2022-04-30T14:33:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/PDFwithjar.pdf,381.524,0.381524,pdf,benign
148010,2022-04-30T14:33:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/PETUNJUK_PROGRAM_DV_2013_Ind.pdf,148.01,0.14801,pdf,benign
287825,2022-04-30T14:33:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/PHSPolicyLabAnimals.pdf,287.825,0.287825,pdf,benign
54831,2022-04-30T14:33:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/PI_Advice.pdf,54.831,0.054831,pdf,benign
397261,2022-04-30T14:33:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Pamphlet-Russian-Double-Sided-Printing-Version.pdf,397.261,0.397261,pdf,benign
401203,2022-04-30T14:33:56Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Pamphlet-Russian-Online-Reading-Version.pdf,401.203,0.401203,pdf,benign
181488,2022-04-30T14:33:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Polish_CNAstatement.pdf,181.488,0.181488,pdf,benign
209782,2022-04-30T14:33:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Portuguese_CNAstatement.pdf,209.782,0.209782,pdf,benign
36105,2022-04-30T14:33:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Post-Cert-Form.pdf,36.105,0.036105,pdf,benign
61906,2022-04-30T14:33:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Pre-Cert-Form.pdf,61.906,0.061906,pdf,benign
404541,2022-04-30T14:33:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/PrintingOrder-Chinese.pdf,404.541,0.404541,pdf,benign
29980,2022-04-30T14:33:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/PrivacyActWaiverForm.pdf,29.98,0.02998,pdf,benign
26690,2022-04-30T14:33:57Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/PrivateInfoOrBioSpecimensDecisionChart.pdf,26.69,0.02669,pdf,benign
359353,2022-04-30T14:34:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ReadingOrder-Chinese.pdf,359.353,0.359353,pdf,benign
289814,2022-04-30T14:34:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ReadingOrder-French.pdf,289.814,0.289814,pdf,benign
86965,2022-04-30T14:34:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Reed_Letter.pdf,86.965,0.086965,pdf,benign
141608,2022-04-30T14:34:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/RequestforLegalAssistance2012.pdf,141.608,0.141608,pdf,benign
153568,2022-04-30T14:34:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/RequestforLegalAssistance2012bilingual.pdf,153.568,0.153568,pdf,benign
110504,2022-04-30T14:34:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/RetiringAbroadNovember2010.pdf,110.504,0.110504,pdf,benign
72314,2022-04-30T14:34:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/ReturningResident-May2010.pdf,72.314,0.072314,pdf,benign
72051,2022-04-30T14:34:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Review_Criteria_at_a_glance.pdf,72.051,0.072051,pdf,benign
122509,2022-04-30T14:34:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/RevisedTechInstructionsPhysMentalSubstanceDisorders-June2010.pdf,122.509,0.122509,pdf,benign
906780,2022-04-30T14:34:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/RichContentorFlash(2).pdf,906.78,0.90678,pdf,benign
659433,2022-04-30T14:34:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/RichContentorFlash(3).pdf,659.433,0.659433,pdf,benign
186231,2022-04-30T14:34:51Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Russian_CNAstatement.pdf,186.231,0.186231,pdf,benign
23890,2022-04-30T14:34:52Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/SF424_RR_Guide_General_Adobe_VerA.pdf,23.89,0.02389,pdf,benign
42850,2022-04-30T14:34:52Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/SIV-Iraqi-USG-Guidelines-and-DS-157-Instructions-English.pdf,42.85,0.04285,pdf,benign
44395,2022-04-30T14:34:52Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/SIV_Resettlement_Benefits_Election_Form_2010_(English).pdf,44.395,0.044395,pdf,benign
213663,2022-04-30T14:34:52Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Spanish_CNAstatement.pdf,213.663,0.213663,pdf,benign
87978,2022-04-30T14:34:52Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Streaming-Video-From-YouTube.pdf,87.978,0.087978,pdf,benign
187499,2022-04-30T14:34:53Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Tagalog_CNAstatement.pdf,187.499,0.187499,pdf,benign
123613,2022-04-30T14:34:54Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/Thai_CNAstatement.pdf,123.613,0.123613,pdf,benign
110920,2022-04-30T14:34:54Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/TipsforDisabledTravelersDec2010.pdf,110.92,0.11092,pdf,benign
